Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
35,Norm Grekin\grekino01,F,23,PHW,1,,1.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,,,,1.0,0.0
36,Alex Hannum*\hannual01,PF,30,ROC,72,,23.7,2.4,7.0,.348,,,,2.4,7.0,.348,.348,1.4,2.3,.622,,,4.9,1.5,,,,3.9,6.3
37,Rollen Hans\hansro01,SG,22,BLB,67,,23.2,2.9,7.7,.371,,,,2.9,7.7,.371,.371,1.5,2.7,.561,,,2.4,2.7,,,,2.6,7.2
38,Bob Harris\harribo01,SF,26,BOS,71,,26.7,2.2,5.8,.381,,,,2.2,5.8,.381,.381,1.5,2.4,.628,,,7.3,1.3,,,,3.2,5.9
39,Bob Harrison\harribo02,SG,26,TOT,64,,22.5,2.3,7.0,.321,,,,2.3,7.0,.321,.321,1.5,2.5,.595,,,2.0,2.2,,,,3.4,6.0
39,Bob Harrison\harribo02,G,26,MNL,40,,15.5,1.4,4.5,.298,,,,1.4,4.5,.298,.298,1.2,1.8,.662,,,1.5,1.4,,,,2.9,3.9
39,Bob Harrison\harribo02,SG,26,MLH,24,,34.3,3.8,11.2,.336,,,,3.8,11.2,.336,.336,2.0,3.6,.540,,,3.0,3.5,,,,4.3,9.5
40,Lew Hitch\hitchle01,PF,24,MLH,72,,34.1,3.1,8.4,.367,,,,3.1,8.4,.367,.367,1.8,2.9,.639,,,9.6,2.0,,,,2.4,8.0
41,Paul Hoffman\hoffmpa01,PG,28,BLB,72,,34.8,3.5,10.6,.332,,,,3.5,10.6,.332,.332,3.0,4.2,.716,,,6.8,4.0,,,,3.8,10.0
42,Jim Holstein\holstji01,SF,23,MNL,70,,16.5,1.3,4.1,.306,,,,1.3,4.1,.306,.306,0.9,1.6,.571,,,2.9,1.1,,,,2.0,3.4
43,Red Holzman*\holzmre01,PG,33,MLH,51,,12.7,1.5,4.4,.330,,,,1.5,4.4,.330,.330,0.9,1.4,.658,,,0.9,1.5,,,,1.4,3.8
44,Bob Houbregs*\houbrbo01,PF,21,TOT,70,,28.1,3.0,8.0,.372,,,,3.0,8.0,.372,.372,2.7,3.8,.714,,,5.4,1.8,,,,3.0,8.7
44,Bob Houbregs*\houbrbo01,C-F,21,MLH,11,,15.1,1.7,5.6,.306,,,,1.7,5.6,.306,.306,2.4,3.1,.765,,,4.2,0.8,,,,1.9,5.8
44,Bob Houbregs*\houbrbo01,PF,21,BLB,59,,30.6,3.2,8.5,.380,,,,3.2,8.5,.380,.380,2.8,3.9,.707,,,5.6,1.9,,,,3.2,9.2
45,Mel Hutchins\hutchme01,PF,25,FTW,72,,40.8,4.1,10.2,.401,,,,4.1,10.2,.401,.401,2.1,3.1,.677,,,9.7,2.9,,,,3.2,10.3
46,Neil Johnston*\johnsne01,C,24,PHW,72,,45.8,8.2,18.3,.449,,,,8.2,18.3,.449,.449,8.0,10.7,.747,,,11.1,2.8,,,,3.6,24.4
47,Billy Kenville\kenvibi01,PG,23,SYR,72,,19.5,2.1,5.4,.384,,,,2.1,5.4,.384,.384,1.9,2.5,.747,,,3.4,1.7,,,,1.9,6.0
48,George King\kingge01,PG,25,SYR,72,,32.9,3.9,10.3,.376,,,,3.9,10.3,.376,.376,3.6,5.7,.627,,,3.7,3.8,,,,2.5,11.3
49,Dick Knostman\knostdi01,C,22,SYR,5,,9.4,0.6,2.0,.300,,,,0.6,2.0,.300,.300,1.4,2.2,.636,,,3.4,1.2,,,,1.8,2.6
50,Bob Lavoy\lavoybo01,PF,27,TOT,68,,18.8,2.0,5.2,.379,,,,2.0,5.2,.379,.379,1.4,1.9,.729,,,4.7,1.1,,,,3.2,5.4
50,Bob Lavoy\lavoybo01,PF,27,MLH,8,,15.6,2.0,4.5,.444,,,,2.0,4.5,.444,.444,1.1,2.0,.563,,,3.8,1.3,,,,2.4,5.1
50,Bob Lavoy\lavoybo01,PF,27,SYR,60,,19.2,2.0,5.3,.372,,,,2.0,5.3,.372,.372,1.4,1.9,.752,,,4.8,1.1,,,,3.3,5.4
51,Earl Lloyd*\lloydea01,SF,25,SYR,72,,30.6,3.5,9.3,.374,,,,3.5,9.3,.374,.374,2.2,2.9,.746,,,7.3,1.6,,,,4.2,9.1
52,Don Lofgran\lofgrdo01,SF,25,MLH,21,,18.1,1.7,5.3,.313,,,,1.7,5.3,.313,.313,1.5,2.3,.653,,,3.0,1.2,,,,1.6,4.9
53,Clyde Lovellette*\lovelcl01,C,24,MNL,72,,17.4,3.3,7.8,.423,,,,3.3,7.8,.423,.423,1.6,2.3,.695,,,5.8,0.7,,,,2.9,8.2
54,Jim Luisi\luisiji01,PG,25,BLB,31,,11.8,1.0,3.1,.326,,,,1.0,3.1,.326,.326,0.9,1.3,.659,,,0.8,1.1,,,,1.5,2.9
55,Ed Macauley*\macaued01,C,25,BOS,71,,39.3,6.5,13.4,.486,,,,6.5,13.4,.486,.486,5.9,7.8,.758,,,8.0,3.8,,,,2.4,18.9
56,Mo Mahoney\mahonmo01,F,26,BLB,2,,5.5,0.0,1.0,.000,,,,0.0,1.0,.000,.000,0.0,0.0,,,,1.0,0.5,,,,0.0,0.0
57,Slater Martin*\martisl01,PG,28,MNL,69,,35.8,3.7,9.5,.388,,,,3.7,9.5,.388,.388,2.6,3.5,.724,,,2.4,3.7,,,,2.9,9.9
58,Al Masino\masinal01,PG,25,TOT,27,,6.7,1.0,2.3,.419,,,,1.0,2.3,.419,.419,1.1,1.8,.612,,,1.0,0.8,,,,1.6,3.0
58,Al Masino\masinal01,PG,25,ROC,11,,4.5,0.7,1.5,.500,,,,0.7,1.5,.500,.500,0.6,1.1,.583,,,0.6,0.6,,,,1.8,2.1
58,Al Masino\masinal01,PG,25,SYR,16,,8.2,1.1,2.9,.391,,,,1.1,2.9,.391,.391,1.4,2.3,.622,,,1.3,0.9,,,,1.5,3.7
59,Alfred McGuire*\mcguial01,PG,25,NYK,64,,13.3,0.9,2.8,.328,,,,0.9,2.8,.328,.328,0.9,2.1,.436,,,1.9,1.6,,,,2.3,2.7
60,Dick McGuire*\mcguidi01,PG,28,NYK,68,,34.5,3.0,7.3,.408,,,,3.0,7.3,.408,.408,3.2,5.1,.638,,,4.6,5.2,,,,2.9,9.1
61,Jack McMahon\mcmahja01,PG,25,ROC,71,,26.6,3.5,9.7,.362,,,,3.5,9.7,.362,.362,3.0,4.3,.696,,,3.0,3.4,,,,3.1,10.0
62,Monk Meineke\meinemo01,PF,23,FTW,71,,20.6,1.9,5.5,.344,,,,1.9,5.5,.344,.344,1.9,2.4,.805,,,5.2,1.1,,,,3.0,5.7
63,Ed Mikan\mikaned01,C,28,BOS,9,,7.9,0.9,2.7,.333,,,,0.9,2.7,.333,.333,0.6,1.0,.556,,,2.2,0.3,,,,1.7,2.3
64,George Mikan*\mikange01,C,29,MNL,72,,32.8,6.1,16.1,.380,,,,6.1,16.1,.380,.380,5.9,7.6,.777,,,14.3,2.4,,,,3.7,18.1
65,Vern Mikkelsen*\mikkeve01,PF,25,MNL,72,,31.2,4.0,10.7,.374,,,,4.0,10.7,.374,.374,3.1,4.1,.742,,,8.5,1.7,,,,3.7,11.1
66,Eddie Miller\milleed01,C,22,BLB,72,,23.0,3.4,8.3,.407,,,,3.4,8.3,.407,.407,3.2,4.4,.729,,,7.5,1.3,,,,2.7,10.0
67,Jack Molinas\molinja01,SF,22,FTW,32,,29.9,3.6,9.1,.390,,,,3.6,9.1,.390,.390,4.4,5.8,.759,,,7.1,1.6,,,,2.6,11.6
68,Ken Murray\murrake01,SG,25,FTW,49,,10.8,1.1,4.0,.272,,,,1.1,4.0,.272,.272,0.9,1.2,.717,,,1.3,1.1,,,,1.2,3.0
69,Jim Neal\nealji01,C,23,SYR,67,,13.4,1.7,5.5,.317,,,,1.7,5.5,.317,.317,1.2,2.0,.591,,,3.8,0.4,,,,2.1,4.7
70,Jack Nichols\nichoja01,C-F,27,TOT,75,,21.4,2.2,7.0,.309,,,,2.2,7.0,.309,.309,1.5,2.0,.743,,,4.8,1.4,,,,2.5,5.9
71,Paul Nolen\nolenpa01,C,24,BLB,1,,2.0,0.0,1.0,.000,,,,0.0,1.0,.000,.000,0.0,0.0,,,,1.0,0.0,,,,1.0,0.0
72,Mike Novak\novakmi01,PF,38,SYR,5,,4.8,0.0,1.4,.000,,,,0.0,1.4,.000,.000,0.2,0.4,.500,,,0.4,0.4,,,,1.8,0.2
73,Wally Osterkorn\osterwa01,PF,25,SYR,70,,30.9,2.9,8.4,.346,,,,2.9,8.4,.346,.346,3.0,5.2,.579,,,7.0,2.2,,,,3.0,8.8
74,Bob Peterson\peterbo01,F,22,TOT,8,,7.5,0.4,1.3,.300,,,,0.4,1.3,.300,.300,1.1,1.4,.818,,,1.5,0.4,,,,1.9,1.9
74,Bob Peterson\peterbo01,F,22,BLB,4,,9.0,0.3,1.3,.200,,,,0.3,1.3,.200,.200,1.3,1.5,.833,,,0.5,0.0,,,,2.3,1.8
74,Bob Peterson\peterbo01,F,22,MLH,4,,6.0,0.5,1.3,.400,,,,0.5,1.3,.400,.400,1.0,1.3,.800,,,2.5,0.8,,,,1.5,2.0
75,James Phelan\phelaja02,G,24,PHW,4,,8.3,0.0,1.5,.000,,,,0.0,1.5,.000,.000,0.8,1.5,.500,,,1.3,0.5,,,,2.3,0.8
76,Andy Phillip*\phillan01,PG,31,FTW,71,,38.1,3.6,9.6,.375,,,,3.6,9.6,.375,.375,3.4,4.6,.730,,,3.7,6.3,,,,2.9,10.6
77,Jim Pollard*\pollaji01,SF,31,MNL,71,,35.0,4.6,12.4,.370,,,,4.6,12.4,.370,.370,2.5,3.2,.778,,,7.0,3.0,,,,2.3,11.7
78,George Ratkovicz\ratkoge01,PF,31,MLH,69,,31.4,2.9,7.3,.393,,,,2.9,7.3,.393,.393,2.6,4.0,.645,,,7.6,2.2,,,,3.7,8.3
79,Connie Rea\reaco01,G-F,19,BLB,20,,7.7,0.5,2.2,.209,,,,0.5,2.2,.209,.209,0.3,0.8,.313,,,1.6,0.8,,,,0.7,1.2
80,Frank Reddout\reddofr01,F,,ROC,7,,2.6,0.7,0.9,.833,,,,0.7,0.9,.833,.833,0.4,0.6,.750,,,1.3,0.0,,,,0.9,1.9
81,Arnie Risen*\risenar01,C,29,ROC,72,,33.1,4.5,12.1,.368,,,,4.5,12.1,.368,.368,4.3,6.0,.714,,,10.1,1.7,,,,3.9,13.2
82,Al Roges\rogesal01,SF,23,BLB,67,,28.9,3.3,9.2,.358,,,,3.3,9.2,.358,.358,1.9,2.7,.726,,,3.2,2.4,,,,2.6,8.5
83,Pep Saul\saulpe01,SG,29,MNL,71,,25.4,2.3,6.6,.347,,,,2.3,6.6,.347,.347,1.8,2.4,.753,,,2.2,2.0,,,,2.1,6.4
84,Fred Schaus\schaufr01,SF,28,TOT,67,,22.6,2.4,6.2,.388,,,,2.4,6.2,.388,.388,2.3,2.9,.785,,,4.0,1.6,,,,2.6,7.1
84,Fred Schaus\schaufr01,F,28,FTW,23,,11.8,1.1,2.7,.397,,,,1.1,2.7,.397,.397,1.7,2.2,.760,,,2.2,0.9,,,,1.5,3.8
84,Fred Schaus\schaufr01,SF,28,NYK,44,,28.3,3.1,8.0,.386,,,,3.1,8.0,.386,.386,2.6,3.3,.793,,,4.9,2.0,,,,3.2,8.8
85,Dolph Schayes*\schaydo01,C,25,SYR,72,,36.9,5.1,13.5,.380,,,,5.1,13.5,.380,.380,6.8,8.2,.827,,,12.1,3.0,,,,3.2,17.1
86,Dick Schnittker\schnidi01,SF,25,MNL,71,,14.6,1.7,4.3,.397,,,,1.7,4.3,.397,.397,1.2,1.9,.652,,,2.5,0.8,,,,2.5,4.6
87,Fred Scolari\scolafr01,PG,31,FTW,64,,24.8,2.5,7.7,.324,,,,2.5,7.7,.324,.324,2.3,2.8,.800,,,2.2,2.0,,,,2.4,7.2
88,George Senesky\senesge01,PG,31,PHW,58,,13.3,0.7,2.1,.345,,,,0.7,2.1,.345,.345,0.5,0.9,.547,,,1.1,1.4,,,,1.4,1.9
89,Paul Seymour\seymopa01,SG,26,SYR,71,,38.4,4.5,11.8,.377,,,,4.5,11.8,.377,.377,4.2,5.2,.813,,,4.1,5.1,,,,2.6,13.1
90,Chuck Share\sharech01,C,26,TOT,68,,23.2,2.8,7.3,.381,,,,2.8,7.3,.381,.381,2.8,4.0,.684,,,8.2,1.2,,,,3.1,8.3
90,Chuck Share\sharech01,C,26,FTW,21,,7.4,0.4,1.7,.257,,,,0.4,1.7,.257,.257,0.9,1.4,.600,,,3.0,0.5,,,,1.2,1.7
90,Chuck Share\sharech01,C,26,MLH,47,,30.2,3.8,9.7,.391,,,,3.8,9.7,.391,.391,3.6,5.2,.694,,,10.5,1.5,,,,3.9,11.2
91,Bill Sharman*\sharmbi01,SG,27,BOS,72,,34.3,5.7,12.7,.450,,,,5.7,12.7,.450,.450,4.6,5.4,.844,,,3.5,3.2,,,,2.9,16.0
92,Connie Simmons\simmoco01,C,28,NYK,72,,27.9,3.5,9.9,.358,,,,3.5,9.9,.358,.358,2.9,4.2,.689,,,6.7,1.8,,,,3.3,10.0
93,Zeke Sinicola\sinicze01,G,25,FTW,9,,3.7,0.4,1.8,.250,,,,0.4,1.8,.250,.250,0.3,0.7,.500,,,0.1,0.3,,,,0.9,1.2
94,Whitey Skoog\skoogwh01,SG,27,MNL,71,,26.4,3.0,7.5,.400,,,,3.0,7.5,.400,.400,1.0,1.4,.742,,,3.2,2.5,,,,3.3,7.0
95,Ed Smith\smithed01,SF,24,NYK,12,,10.6,1.2,4.1,.286,,,,1.2,4.1,.286,.286,0.6,1.1,.538,,,2.7,0.8,,,,1.4,2.9
96,Joe Smyth\smythjo01,SF,24,TOT,40,,12.4,1.2,3.5,.348,,,,1.2,3.5,.348,.348,0.9,1.6,.538,,,2.5,1.2,,,,1.3,3.3
96,Joe Smyth\smythjo01,SF,24,NYK,8,,7.4,0.6,1.9,.333,,,,0.6,1.9,.333,.333,0.6,1.1,.556,,,1.3,0.3,,,,1.0,1.9
96,Joe Smyth\smythjo01,SF,24,BLB,32,,13.6,1.3,3.8,.350,,,,1.3,3.8,.350,.350,0.9,1.8,.536,,,2.8,1.5,,,,1.4,3.6
97,Odie Spears\spearod01,SF,28,ROC,72,,22.7,2.6,7.0,.364,,,,2.6,7.0,.364,.364,2.5,3.3,.769,,,4.3,1.5,,,,2.9,7.7
98,Don Sunderlage\sundedo01,SG,24,MLH,68,,32.8,3.7,11.0,.340,,,,3.7,11.0,.340,.340,3.7,5.0,.748,,,3.3,2.8,,,,3.9,11.2
99,Dick Surhoff\surhodi01,PF,24,MLH,32,,11.2,1.3,4.0,.333,,,,1.3,4.0,.333,.333,1.5,1.9,.758,,,2.2,0.7,,,,1.7,4.2
100,Norm Swanson\swansno01,SF,23,ROC,63,,9.7,0.5,2.2,.226,,,,0.5,2.2,.226,.226,0.6,1.0,.594,,,1.7,0.5,,,,1.4,1.6
101,Bill Tosheff\toshebi01,PG,27,MLH,71,,25.7,2.4,8.1,.291,,,,2.4,8.1,.291,.291,2.2,3.0,.743,,,2.3,2.8,,,,2.9,6.9
102,Hal Uplinger\uplinha01,SG,24,BLB,23,,11.7,1.4,4.1,.351,,,,1.4,4.1,.351,.351,0.9,1.0,.909,,,1.3,1.1,,,,1.8,3.7
103,Ernie Vandeweghe\vandeer01,SG,25,NYK,15,,18.1,2.5,6.9,.359,,,,2.5,6.9,.359,.359,1.7,2.1,.806,,,1.3,1.9,,,,2.5,6.6
104,Paul Walther\walthpa01,SG,26,PHW,64,,32.3,2.2,6.1,.352,,,,2.2,6.1,.352,.352,2.3,3.2,.704,,,4.0,3.4,,,,3.1,6.6
105,Isaac Walthour\walthis01,G,23,MLH,4,,7.5,0.3,1.5,.167,,,,0.3,1.5,.167,.167,0.0,0.0,,,,0.3,0.5,,,,1.5,0.5
106,Bobby Wanzer*\wanzebo01,SG,32,ROC,72,,35.3,4.5,11.6,.386,,,,4.5,11.6,.386,.386,4.4,5.9,.734,,,5.4,3.5,,,,2.4,13.3
107,Mark Workman\workmma01,F-C,23,BLB,14,,10.8,1.8,4.3,.417,,,,1.8,4.3,.417,.417,0.4,0.7,.600,,,2.6,0.5,,,,2.2,4.0
108,George Yardley*\yardlge01,SF,25,FTW,63,,23.6,3.3,7.8,.425,,,,3.3,7.8,.425,.425,2.3,3.3,.712,,,6.5,1.6,,,,2.6,9.0
109,Max Zaslofsky\zasloma01,SG,28,TOT,65,,28.9,4.3,11.6,.368,,,,4.3,11.6,.368,.368,3.9,5.5,.714,,,2.5,2.4,,,,2.2,12.5
109,Max Zaslofsky\zasloma01,SG,28,BLB,11,,38.0,5.2,14.7,.352,,,,5.2,14.7,.352,.352,6.0,7.8,.767,,,3.9,3.0,,,,2.2,16.4
109,Max Zaslofsky\zasloma01,SG,28,MLH,9,,33.2,5.2,15.3,.341,,,,5.2,15.3,.341,.341,4.7,6.6,.712,,,3.1,2.6,,,,1.9,15.1
109,Max Zaslofsky\zasloma01,SG,28,FTW,45,,25.9,3.9,10.1,.382,,,,3.9,10.1,.382,.382,3.3,4.7,.693,,,2.0,2.2,,,,2.2,11.0
110,Zeke Zawoluk\zawolze01,SF,23,PHW,71,,25.3,2.9,7.6,.376,,,,2.9,7.6,.376,.376,2.6,3.2,.809,,,4.6,1.4,,,,3.1,8.3
