Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
12,Marcus Banks\banksma01,PG,22,BOS,4,0,60,7,16,.438,2,5,.400,5,11,.455,.500,4,4,1.000,1,6,7,7,2,1,3,9,20
13,Dana Barros\barroda01,SG,36,BOS,1,0,1,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0
14,Jon Barry\barryjo01,SG,34,DEN,5,1,100,8,24,.333,3,9,.333,5,15,.333,.396,2,3,.667,4,14,18,10,3,0,4,4,21
15,Shane Battier\battish01,SF,25,MEM,4,0,69,6,15,.400,3,7,.429,3,8,.375,.500,4,6,.667,6,6,12,1,0,1,4,17,19
16,Jonathan Bender\bendejo01,SF,23,IND,16,0,200,28,69,.406,9,25,.360,19,44,.432,.471,12,16,.750,10,18,28,7,2,14,12,19,77
17,Mike Bibby\bibbymi01,PG,25,SAC,12,12,497,84,196,.429,24,55,.436,60,141,.426,.490,48,55,.873,9,41,50,84,23,5,35,40,240
18,Chauncey Billups\billuch01,PG,27,DET,23,23,881,110,286,.385,37,107,.346,73,179,.408,.449,121,136,.890,14,56,70,136,31,2,60,57,378
19,Mark Blount\blounma01,C,28,BOS,4,4,145,17,35,.486,0,0,,17,35,.486,.486,14,19,.737,10,27,37,4,6,8,9,17,48
20,Bruce Bowen\bowenbr01,SF,32,SAS,10,10,298,23,63,.365,11,29,.379,12,34,.353,.452,3,13,.231,6,23,29,10,4,3,4,24,60
21,Ryan Bowen\bowenry01,PF,28,DEN,4,0,6,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,0,0,0,0,0,2
22,Earl Boykins\boykiea01,SG,27,DEN,5,0,121,28,63,.444,5,14,.357,23,49,.469,.484,6,7,.857,6,6,12,19,5,1,6,6,67
23,Shawn Bradley\bradlsh01,C,31,DAL,2,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0
24,Devin Brown\brownde02,SG,25,SAS,9,0,130,18,37,.486,6,10,.600,12,27,.444,.568,10,17,.588,4,14,18,9,3,1,7,18,52
25,P.J. Brown\brownpj01,PF,34,NOH,7,7,256,26,71,.366,0,0,,26,71,.366,.366,10,11,.909,29,39,68,15,3,11,13,16,62
26,Kobe Bryant\bryanko01,SG,25,LAL,22,22,973,190,460,.413,24,97,.247,166,363,.457,.439,135,166,.813,18,86,104,121,42,7,61,59,539
27,Rodney Buford\buforro01,SF,26,SAC,5,0,32,5,12,.417,1,3,.333,4,9,.444,.458,1,2,.500,0,5,5,3,2,0,0,2,12
28,Caron Butler\butleca01,SF,23,MIA,13,13,511,59,153,.386,2,11,.182,57,142,.401,.392,47,57,.825,18,92,110,31,28,7,23,45,167
29,Rasual Butler\butlera01,SF,24,MIA,10,0,58,9,22,.409,3,9,.333,6,13,.462,.477,0,0,,0,11,11,2,1,0,1,12,21
30,Marcus Camby\cambyma01,C,29,DEN,5,5,194,27,55,.491,1,2,.500,26,53,.491,.500,8,14,.571,14,43,57,12,4,7,6,21,63
31,Elden Campbell\campbel01,C,35,DET,14,0,124,10,35,.286,0,0,,10,35,.286,.286,10,18,.556,10,15,25,10,6,9,9,28,30
32,Maurice Carter\cartema01,SG,27,NOH,1,0,2,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0
33,Sam Cassell\cassesa01,PG,34,MIN,16,15,497,94,202,.465,25,60,.417,69,142,.486,.527,52,61,.852,3,37,40,70,12,3,43,53,265
34,Kelvin Cato\catoke01,PF,29,HOU,5,5,148,13,22,.591,0,0,,13,22,.591,.591,3,7,.429,14,20,34,2,5,4,5,18,29
35,Doug Christie\chrisdo01,SG,33,SAC,12,12,461,56,141,.397,13,33,.394,43,108,.398,.443,41,48,.854,17,57,74,47,22,5,22,35,166
36,Jason Collins\collija04,C,25,NJN,11,11,266,14,38,.368,0,0,,14,38,.368,.368,12,16,.750,18,26,44,17,3,10,15,49,40
37,Brian Cook\cookbr01,C,23,LAL,13,0,46,5,15,.333,0,0,,5,15,.333,.333,2,2,1.000,3,9,12,1,1,0,3,7,12
38,Austin Croshere\croshau01,PF,28,IND,13,2,214,19,55,.345,8,24,.333,11,31,.355,.418,17,21,.810,13,27,40,12,4,3,6,17,63
39,Marquis Daniels\daniema01,SG,23,DAL,5,5,184,32,75,.427,1,7,.143,31,68,.456,.433,14,22,.636,10,21,31,15,10,3,15,14,79
40,Baron Davis\davisba01,PG,24,NOH,7,7,260,43,114,.377,16,49,.327,27,65,.415,.447,25,33,.758,6,23,29,49,11,5,19,21,127
41,Ricky Davis\davisri01,SF,24,BOS,4,0,123,16,40,.400,4,10,.400,12,30,.400,.450,11,16,.688,3,9,12,14,2,0,12,7,47
42,Tony Delk\delkto01,SG,30,DAL,1,0,5,0,0,,0,0,,0,0,,,0,0,,0,1,1,2,1,0,0,0,0
43,Vlade Divac\divacvl01,C,35,SAC,12,12,235,31,71,.437,0,0,,31,71,.437,.437,17,23,.739,22,37,59,22,4,5,14,31,79
44,Michael Doleac\doleami01,C,26,DEN,5,0,49,5,10,.500,0,0,,5,10,.500,.500,0,0,,2,5,7,3,0,0,1,8,10
45,Tim Duncan\duncati01,PF,27,SAS,10,10,405,83,159,.522,0,1,.000,83,158,.525,.522,55,87,.632,33,80,113,32,8,20,42,34,221
46,Francisco Elson\elsonfr01,C,27,DEN,4,0,60,7,12,.583,0,0,,7,12,.583,.583,1,2,.500,1,8,9,2,2,1,3,14,15
47,Michael Finley\finlemi01,SG,30,DAL,5,5,196,26,68,.382,7,26,.269,19,42,.452,.434,6,10,.600,6,10,16,13,4,3,9,8,65
48,Derek Fisher\fishede01,SG,29,LAL,22,0,507,60,148,.405,23,55,.418,37,93,.398,.483,23,35,.657,10,46,56,49,18,0,19,47,166
49,Jeff Foster\fosteje01,C,27,IND,16,13,307,25,43,.581,0,1,.000,25,42,.595,.581,8,10,.800,44,61,105,12,13,5,13,37,58
50,Rick Fox\foxri01,SF,34,LAL,16,3,145,8,20,.400,1,7,.143,7,13,.538,.425,1,2,.500,6,17,23,18,3,2,9,21,18
51,Steve Francis\francst01,PG,26,HOU,5,5,222,30,70,.429,7,17,.412,23,53,.434,.479,29,40,.725,6,36,42,38,7,1,21,18,96
52,Dan Gadzuric\gadzuda01,C,25,MIL,1,0,9,2,4,.500,0,0,,2,4,.500,.500,0,1,.000,0,1,1,2,1,0,0,1,4
53,Kevin Garnett\garneke01,PF,27,MIN,18,18,783,168,372,.452,5,16,.313,163,356,.458,.458,97,125,.776,39,224,263,92,24,41,75,57,438
54,Pau Gasol\gasolpa01,PF,23,MEM,4,4,134,28,49,.571,0,0,,28,49,.571,.571,18,20,.900,4,16,20,10,4,6,5,10,74
55,Devean George\georgde01,SF,26,LAL,22,19,470,43,100,.430,22,59,.373,21,41,.512,.540,13,20,.650,11,39,50,11,21,8,11,45,121
56,Manu Ginobili\ginobma01,SG,26,SAS,10,0,280,42,94,.447,10,35,.286,32,59,.542,.500,36,44,.818,15,38,53,31,17,1,21,30,130
57,Brian Grant\grantbr01,C,31,MIA,13,13,399,42,98,.429,0,1,.000,42,97,.433,.429,8,14,.571,45,67,112,10,7,8,18,52,92
58,Marcus Haislip\haislma01,PF,23,MIL,1,0,3,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,1,0,1,0,0,0,0,0,2
59,Darvin Ham\hamda01,SF,30,DET,22,0,108,8,16,.500,0,1,.000,8,15,.533,.500,0,0,,8,6,14,1,3,4,8,19,16
60,Richard Hamilton\hamilri01,SG,25,DET,23,23,924,181,405,.447,15,39,.385,166,366,.454,.465,117,138,.848,32,74,106,97,27,1,72,72,494
61,Anfernee Hardaway\hardaan01,SG,32,NYK,4,3,168,23,63,.365,5,14,.357,18,49,.367,.405,15,18,.833,4,14,18,23,6,1,10,8,66
62,Al Harrington\harrial01,PF,23,IND,16,2,427,60,140,.429,2,5,.400,58,135,.430,.436,30,55,.545,33,69,102,12,23,9,28,56,152
63,Lucious Harris\harrilu01,PG,33,NJN,11,0,182,19,49,.388,3,12,.250,16,37,.432,.418,14,18,.778,10,12,22,10,7,1,5,16,55
64,Jason Hart\hartja01,PG,25,SAS,7,0,62,11,20,.550,0,0,,11,20,.550,.550,0,0,,0,3,3,1,5,0,1,5,22
65,Udonis Haslem\hasleud01,PF,23,MIA,13,0,199,13,33,.394,0,0,,13,33,.394,.394,21,31,.677,18,26,44,3,5,3,3,22,47
66,Trenton Hassell\hassetr01,SG,24,MIN,18,18,472,62,119,.521,1,2,.500,61,117,.521,.525,13,16,.813,21,23,44,27,10,7,16,42,138
67,Nene Hilario\hilarne01,PF,21,DEN,5,5,132,16,36,.444,0,0,,16,36,.444,.444,7,13,.538,12,13,25,15,5,3,9,22,39
68,Fred Hoiberg\hoibefr01,SG,31,MIN,18,0,438,39,86,.453,22,48,.458,17,38,.447,.581,15,16,.938,9,57,66,23,16,0,8,29,115
69,Robert Horry\horryro01,PF,33,SAS,10,0,211,20,43,.465,8,22,.364,12,21,.571,.558,13,14,.929,25,38,63,9,8,2,10,31,61
70,Josh Howard\howarjo01,SF,23,DAL,5,0,86,8,36,.222,1,5,.200,7,31,.226,.236,10,11,.909,17,15,32,4,6,6,7,12,27
71,Ryan Humphrey\humphry01,PF,24,MEM,3,0,5,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,1,1,2,0,0,0,0,0,2
72,Brandon Hunter\huntebr01,PF,23,BOS,3,0,10,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,2,1,3,1,0,1,1,2,2
73,Lindsey Hunter\hunteli01,SG,33,DET,23,0,273,19,65,.292,7,30,.233,12,35,.343,.346,11,12,.917,5,28,33,21,18,4,13,42,56
74,Jim Jackson\jacksji01,SF,33,HOU,5,5,221,29,73,.397,8,29,.276,21,44,.477,.452,8,12,.667,3,49,52,10,5,1,9,9,74
75,Mark Jackson\jacksma01,PG,38,HOU,5,0,38,1,6,.167,0,3,.000,1,3,.333,.167,0,0,,0,3,3,5,2,0,2,1,2
76,Mike James\jamesmi01,PG,28,DET,22,0,195,21,53,.396,6,14,.429,15,39,.385,.453,9,16,.563,7,19,26,24,5,0,15,23,57
77,Antawn Jamison\jamisan01,SF,27,DAL,5,0,109,26,57,.456,2,8,.250,24,49,.490,.474,11,15,.733,15,10,25,2,5,2,5,15,65
78,Richard Jefferson\jefferi01,SF,23,NJN,11,11,460,66,158,.418,9,33,.273,57,125,.456,.446,77,108,.713,14,55,69,42,14,8,43,35,218
79,Anthony Johnson\johnsan02,PG,29,IND,16,0,332,25,69,.362,6,20,.300,19,49,.388,.406,17,22,.773,7,27,34,34,13,4,11,34,73
80,DerMarr Johnson\johnsde03,SF,23,NYK,3,0,17,0,5,.000,0,3,.000,0,2,.000,.000,0,0,,0,2,2,2,0,1,0,2,0
81,Ervin Johnson\johnser02,C,36,MIN,18,16,356,19,38,.500,0,0,,19,38,.500,.500,10,16,.625,27,57,84,13,11,10,6,56,48
82,Damon Jones\jonesda01,PG,27,MIL,5,5,144,18,34,.529,10,21,.476,8,13,.615,.676,4,6,.667,2,18,20,37,5,0,9,14,50
83,Eddie Jones\jonesed02,SG,32,MIA,13,13,478,56,153,.366,20,67,.299,36,86,.419,.431,40,50,.800,3,44,47,29,18,11,19,37,172
84,Fred Jones\jonesfr01,SG,24,IND,14,0,263,25,51,.490,11,22,.500,14,29,.483,.598,5,7,.714,3,30,33,16,7,7,9,31,66
85,Jumaine Jones\jonesju01,SG,24,BOS,2,0,28,2,6,.333,0,2,.000,2,4,.500,.333,0,0,,1,4,5,2,0,0,0,4,4
86,Jason Kidd\kiddja01,PG,30,NJN,11,11,474,43,129,.333,10,48,.208,33,81,.407,.372,43,53,.811,16,57,73,99,25,6,43,15,139
87,Kerry Kittles\kittlke01,SG,29,NJN,11,11,415,60,134,.448,17,52,.327,43,82,.524,.511,21,34,.618,10,37,47,23,22,10,11,28,158
88,Brevin Knight\knighbr01,PG,28,MIL,5,0,101,6,23,.261,0,0,,6,23,.261,.261,9,11,.818,3,8,11,17,14,1,7,12,21
89,Toni Kukoc\kukocto01,PF,35,MIL,5,0,105,17,34,.500,4,12,.333,13,22,.591,.559,4,8,.500,4,10,14,4,3,2,6,11,42
90,Voshon Lenard\lenarvo01,SG,30,DEN,5,5,161,32,75,.427,11,24,.458,21,51,.412,.500,10,14,.714,4,9,13,12,4,0,9,13,85
91,George Lynch\lynchge01,SF,33,NOH,7,7,147,25,57,.439,3,12,.250,22,45,.489,.465,5,8,.625,13,24,37,12,3,3,7,15,58
92,Mark Madsen\madsema01,C,28,MIN,17,0,222,17,32,.531,0,0,,17,32,.531,.531,13,29,.448,28,30,58,2,5,4,7,43,47
93,Jamaal Magloire\magloja01,C,25,NOH,7,7,239,28,67,.418,0,1,.000,28,66,.424,.418,21,28,.750,16,48,64,5,3,7,11,22,77
94,Karl Malone*\malonka01,PF,40,LAL,21,21,798,98,218,.450,0,1,.000,98,217,.452,.450,46,73,.630,37,148,185,72,24,2,47,65,242
95,Stephon Marbury\marbust01,PG,26,NYK,4,4,174,31,83,.373,6,20,.300,25,63,.397,.410,17,25,.680,5,12,17,26,7,0,14,9,85
96,Darrick Martin\martida01,PG,32,MIN,16,3,182,14,51,.275,6,20,.300,8,31,.258,.333,16,20,.800,5,9,14,23,4,0,8,17,50
97,Kenyon Martin\martike01,PF,26,NJN,11,11,409,81,152,.533,0,4,.000,81,148,.547,.533,48,64,.750,25,96,121,12,13,14,32,50,210
98,Desmond Mason\masonde01,SF,26,MIL,5,5,198,25,74,.338,0,2,.000,25,72,.347,.338,22,26,.846,4,20,24,12,4,2,12,16,72
99,Walter McCarty\mccarwa01,PF,29,BOS,4,4,127,11,23,.478,6,15,.400,5,8,.625,.609,0,0,,3,18,21,8,2,2,4,7,28
100,Stanislav Medvedenko\medvest01,PF,24,LAL,21,1,237,33,75,.440,0,0,,33,75,.440,.440,17,21,.810,23,30,53,10,4,4,5,50,83
101,Chris Mihm\mihmch01,C,24,BOS,4,0,65,7,22,.318,0,0,,7,22,.318,.318,6,10,.600,8,10,18,0,4,4,3,12,20
102,Darko Milicic\milicda01,C,18,DET,8,0,14,0,4,.000,0,0,,0,4,.000,.000,1,4,.250,1,2,3,1,1,0,3,1,1
103,Andre Miller\millean02,PG,27,DEN,5,5,174,34,72,.472,0,2,.000,34,70,.486,.472,9,11,.818,15,8,23,16,8,0,10,16,77
104,Brad Miller\millebr01,PF,27,SAC,12,0,366,48,91,.527,1,7,.143,47,84,.560,.533,29,48,.604,30,74,104,38,9,11,20,46,126
105,Mike Miller\millemi01,SF,23,MEM,4,4,98,12,34,.353,5,13,.385,7,21,.333,.426,1,3,.333,0,12,12,3,5,0,5,4,30
106,Oliver Miller\milleol01,C,33,MIN,8,0,31,1,4,.250,0,0,,1,4,.250,.250,1,2,.500,0,5,5,1,0,3,3,13,3
107,Reggie Miller*\millere01,SG,38,IND,16,16,455,45,112,.402,24,64,.375,21,48,.438,.509,47,51,.922,3,34,37,45,18,3,28,23,161
108,Yao Ming*\mingya01,C,23,HOU,5,5,185,31,68,.456,0,0,,31,68,.456,.456,13,17,.765,11,26,37,9,2,7,13,20,75
109,Cuttino Mobley\moblecu01,SG,28,HOU,5,5,210,29,75,.387,6,21,.286,23,54,.426,.427,8,10,.800,5,19,24,14,3,3,18,14,72
110,Nazr Mohammed\mohamna01,C,26,NYK,4,4,97,15,30,.500,0,0,,15,30,.500,.500,11,16,.688,10,13,23,1,6,3,7,18,41
111,Dikembe Mutombo*\mutomdi01,C,37,NYK,3,0,38,2,6,.333,0,0,,2,6,.333,.333,3,3,1.000,4,6,10,0,1,4,3,6,7
112,Bostjan Nachbar\nachbbo01,SF,23,HOU,5,0,41,4,9,.444,1,3,.333,3,6,.500,.500,5,5,1.000,1,5,6,2,1,0,2,9,14
113,Eduardo Najera\najered01,SF,27,DAL,5,0,57,5,11,.455,0,0,,5,11,.455,.455,2,2,1.000,10,7,17,3,3,2,2,12,12
114,Steve Nash\nashst01,PG,29,DAL,5,5,197,27,70,.386,6,16,.375,21,54,.389,.429,8,9,.889,6,20,26,45,4,0,12,14,68
115,Rasho Nesterovic\nestera01,C,27,SAS,10,10,261,29,67,.433,0,1,.000,29,66,.439,.433,1,6,.167,21,34,55,10,3,11,8,38,59
116,Dirk Nowitzki\nowitdi01,C,25,DAL,5,5,212,45,100,.450,7,15,.467,38,85,.447,.485,36,42,.857,13,46,59,7,7,13,6,16,133
117,Jermaine O'Neal\onealje01,PF,25,IND,16,16,604,115,272,.423,0,4,.000,115,268,.429,.423,77,110,.700,29,117,146,19,8,36,29,53,307
118,Shaquille O'Neal*\onealsh01,C,31,LAL,22,22,917,182,307,.593,0,0,,182,307,.593,.593,109,254,.429,91,200,291,55,7,61,55,90,473
119,Lamar Odom\odomla01,PF,24,MIA,13,13,512,81,182,.445,8,26,.308,73,156,.468,.467,49,72,.681,32,76,108,37,15,10,42,58,219
120,Mehmet Okur\okurme01,PF,24,DET,22,0,252,31,66,.470,2,5,.400,29,61,.475,.485,18,26,.692,16,45,61,8,5,9,15,20,82
121,Michael Olowokandi\olowomi01,C,28,MIN,15,2,224,12,37,.324,0,1,.000,12,36,.333,.324,7,8,.875,16,36,52,2,2,11,17,50,31
122,Bo Outlaw\outlabo01,PF,32,MEM,4,0,61,0,7,.000,0,0,,0,7,.000,.000,2,4,.500,1,3,4,6,2,2,3,9,2
123,Scott Padgett\padgesc01,PF,27,HOU,4,0,14,2,5,.400,1,3,.333,1,2,.500,.500,0,0,,1,2,3,0,1,1,1,1,5
124,Tony Parker\parketo01,PG,21,SAS,10,10,386,72,168,.429,17,43,.395,55,125,.440,.479,23,35,.657,5,16,21,70,13,1,31,15,184
125,Gary Payton*\paytoga01,PG,35,LAL,22,22,772,68,186,.366,14,56,.250,54,130,.415,.403,21,28,.750,19,53,72,116,23,4,28,60,171
126,Anthony Peeler\peelean01,SG,34,SAC,11,0,236,19,63,.302,7,26,.269,12,37,.324,.357,5,6,.833,7,28,35,15,14,2,14,19,50
127,Eric Piatkowski\piatker01,SF,33,HOU,1,0,4,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,1,1,0,0,0,0,1,0
128,Paul Pierce\piercpa01,SG,26,BOS,4,4,162,26,76,.342,5,17,.294,21,59,.356,.375,26,31,.839,6,29,35,10,5,4,25,12,83
129,Zoran Planinic\planizo01,SG,21,NJN,6,0,15,0,2,.000,0,1,.000,0,1,.000,.000,1,2,.500,0,1,1,2,0,0,2,2,1
130,Scot Pollard\pollasc01,C,28,IND,3,0,13,0,2,.000,0,0,,0,2,.000,.000,2,4,.500,1,3,4,0,1,0,0,2,2
131,James Posey\poseyja01,SG,27,MEM,4,4,130,15,37,.405,1,6,.167,14,31,.452,.419,19,21,.905,8,14,22,4,9,2,6,13,50
132,Tayshaun Prince\princta01,SF,23,DET,23,23,795,87,212,.410,13,49,.265,74,163,.454,.441,41,55,.745,41,96,137,53,25,31,19,61,228
133,Michael Redd\reddmi01,SG,24,MIL,5,5,192,34,83,.410,6,20,.300,28,63,.444,.446,16,21,.762,6,19,25,13,0,0,19,16,90
134,Rodney Rogers\rogerro01,PF,32,NJN,11,0,228,23,72,.319,5,22,.227,18,50,.360,.354,16,20,.800,9,46,55,12,6,3,17,31,67
135,Malik Rose\rosema01,PF,29,SAS,7,0,58,4,16,.250,0,2,.000,4,14,.286,.250,2,4,.500,12,5,17,6,4,2,8,6,10
136,Kareem Rush\rushka01,SG,23,LAL,22,0,315,30,78,.385,20,50,.400,10,28,.357,.513,2,3,.667,0,16,16,17,10,3,14,33,82
137,Bryon Russell\russebr01,SF,33,LAL,6,0,16,0,3,.000,0,2,.000,0,1,.000,.000,0,0,,1,0,1,2,1,0,0,2,0
138,Daniel Santiago\santida01,C,27,MIL,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0
139,Brian Scalabrine\scalabr01,PF,25,NJN,9,0,73,11,17,.647,5,6,.833,6,11,.545,.794,3,6,.500,7,5,12,1,3,0,4,15,30
140,Brian Skinner\skinnbr01,C,27,MIL,5,3,94,11,21,.524,0,0,,11,21,.524,.524,5,12,.417,8,14,22,0,1,3,7,8,27
141,Tamar Slay\slayta01,SG,23,NJN,6,0,12,1,5,.200,0,1,.000,1,4,.250,.200,2,2,1.000,0,2,2,0,1,0,0,0,4
142,Jabari Smith\smithja01,C,26,SAC,4,0,10,1,2,.500,0,0,,1,2,.500,.500,3,4,.750,1,2,3,0,0,1,0,2,5
143,Joe Smith\smithjo02,PF,28,MIL,5,5,175,27,55,.491,0,1,.000,27,54,.500,.491,12,13,.923,23,27,50,2,4,10,6,15,66
144,Steve Smith\smithst01,SG,34,NOH,5,0,46,12,26,.462,6,11,.545,6,15,.400,.577,2,3,.667,2,6,8,1,0,0,3,5,32
145,Darius Songaila\songada01,PF,25,SAC,7,0,85,10,16,.625,0,0,,10,16,.625,.625,6,6,1.000,6,7,13,2,0,1,5,14,26
146,Latrell Sprewell\sprewla01,SF,33,MIN,18,18,771,130,309,.421,37,96,.385,93,213,.437,.481,60,77,.779,11,68,79,72,29,12,47,35,357
147,Michael Stewart\stewami01,C,28,BOS,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,2,0
148,Peja Stojakovic\stojape01,SF,26,SAC,12,12,517,76,198,.384,23,73,.315,53,125,.424,.442,35,39,.897,15,69,84,18,22,3,14,26,210
149,Erick Strickland\stricer01,PG,30,MIL,3,0,41,5,12,.417,0,5,.000,5,7,.714,.417,4,4,1.000,0,5,5,9,2,0,3,3,14
150,Mike Sweetney\sweetmi01,PF,21,NYK,4,0,57,6,11,.545,0,0,,6,11,.545,.545,4,6,.667,4,6,10,0,0,1,0,7,16
151,Stromile Swift\swiftst01,PF,24,MEM,4,0,74,9,26,.346,0,0,,9,26,.346,.346,6,8,.750,6,13,19,3,3,6,3,6,24
152,Wally Szczerbiak\szczewa02,SF,26,MIN,12,0,298,47,112,.420,10,29,.345,37,83,.446,.464,38,41,.927,9,30,39,20,6,2,24,31,142
153,Maurice Taylor\tayloma01,PF,27,HOU,5,0,115,18,38,.474,0,0,,18,38,.474,.474,13,17,.765,5,11,16,5,0,1,7,20,49
154,Kurt Thomas\thomaku01,PF,31,NYK,4,4,139,21,49,.429,0,0,,21,49,.429,.429,9,12,.750,9,37,46,6,7,3,10,17,51
155,Tim Thomas\thomati01,SF,26,NYK,1,1,22,4,10,.400,0,1,.000,4,9,.444,.400,4,5,.800,1,4,5,3,0,0,2,5,12
156,Jamaal Tinsley\tinslja01,PG,25,IND,16,16,422,49,123,.398,16,54,.296,33,69,.478,.463,15,16,.938,6,40,46,80,28,3,31,56,129
157,Robert Traylor\traylro01,C,26,NOH,4,0,40,4,9,.444,0,0,,4,9,.444,.444,2,3,.667,1,9,10,1,3,1,2,8,10
158,Gary Trent\trentga01,C,29,MIN,13,0,71,8,25,.320,0,2,.000,8,23,.348,.320,5,8,.625,6,6,12,2,0,0,3,11,21
159,Jake Tsakalidis\tsakaja01,C,24,MEM,1,0,3,0,0,,0,0,,0,0,,,2,2,1.000,0,0,0,0,0,0,3,0,2
160,Hedo Turkoglu\turkohe01,SF,24,SAS,10,10,271,26,81,.321,14,42,.333,12,39,.308,.407,11,18,.611,5,40,45,15,9,1,16,20,77
161,Keith Van Horn\vanhoke01,SF,28,MIL,5,2,137,16,48,.333,4,11,.364,12,37,.324,.375,4,6,.667,5,18,23,7,7,3,10,15,40
162,Dwyane Wade\wadedw01,PG,22,MIA,13,13,510,86,189,.455,3,8,.375,83,181,.459,.463,59,75,.787,16,36,52,73,17,4,54,45,234
163,Antoine Walker\walkean02,PF,27,DAL,5,5,140,22,61,.361,1,10,.100,21,51,.412,.369,4,7,.571,23,27,50,12,6,3,9,13,49
164,Samaki Walker\walkesa01,PF,27,MIA,4,0,11,0,2,.000,0,0,,0,2,.000,.000,0,0,,0,1,1,0,0,0,0,2,0
165,Ben Wallace\wallabe01,C,29,DET,23,23,924,93,205,.454,0,3,.000,93,202,.460,.454,50,117,.427,95,233,328,44,44,56,37,58,236
166,Gerald Wallace\wallage01,SF,21,SAC,3,0,20,3,6,.500,0,0,,3,6,.500,.500,1,2,.500,0,2,2,1,1,1,3,4,7
167,Rasheed Wallace\wallara01,PF,29,DET,23,23,803,118,286,.413,17,70,.243,101,216,.468,.442,46,60,.767,47,132,179,37,13,45,43,78,299
168,Luke Walton\waltolu01,PF,23,LAL,17,0,134,10,29,.345,5,13,.385,5,16,.313,.431,7,10,.700,5,17,22,26,7,2,14,24,32
169,Charlie Ward\wardch01,PG,33,SAS,5,0,13,4,6,.667,3,3,1.000,1,3,.333,.917,0,0,,0,0,0,1,2,0,2,2,11
170,Earl Watson\watsoea01,PG,24,MEM,4,0,62,8,15,.533,0,3,.000,8,12,.667,.533,3,3,1.000,4,5,9,7,5,0,6,8,19
171,Clarence Weatherspoon\weathcl01,PF,33,HOU,2,0,22,2,5,.400,0,0,,2,5,.400,.400,3,6,.500,2,2,4,0,0,0,0,3,7
172,Chris Webber\webbech01,PF,30,SAC,12,12,446,90,199,.452,1,4,.250,89,195,.456,.455,40,65,.615,24,75,99,44,16,10,38,34,221
173,Bonzi Wells\wellsbo01,SG,27,MEM,4,0,94,19,37,.514,0,1,.000,19,36,.528,.514,9,14,.643,2,10,12,4,4,1,9,8,47
174,Jiri Welsch\welscji01,SG,24,BOS,4,4,104,11,23,.478,1,4,.250,10,19,.526,.500,9,9,1.000,0,12,12,9,2,0,8,7,32
175,David Wesley\wesleda01,SG,33,NOH,7,7,243,24,74,.324,11,30,.367,13,44,.295,.399,15,21,.714,1,15,16,17,5,0,16,21,74
